rank,anum,verdict,engine,file
11242,A303099,PROOF,order-line-tail,papers/11001-11500/11242-PROOF.pdf
11243,A299652,PROOF,order-line,papers/11001-11500/11243-PROOF.pdf
11244,A299658,PROOF,order-line,papers/11001-11500/11244-PROOF.pdf
11245,A263220,PROOF,order-line,papers/11001-11500/11245-PROOF.pdf
11246,A230907,PROOF,order-line-tail,papers/11001-11500/11246-PROOF.pdf
11247,A316929,PROOF,order-line-tail,papers/11001-11500/11247-PROOF.pdf
11248,A301487,PROOF,order-line-tail,papers/11001-11500/11248-PROOF.pdf
11249,A252286,PROOF,order-line-tail,papers/11001-11500/11249-PROOF.pdf
11250,A278154,PROOF,order-line-tail,papers/11001-11500/11250-PROOF.pdf
11251,A250948,PROOF,order-line,papers/11001-11500/11251-PROOF.pdf
11252,A282438,PROOF,order-line,papers/11001-11500/11252-PROOF.pdf
11253,A279131,PROOF,order-line-tail,papers/11001-11500/11253-PROOF.pdf
11254,A237725,PROOF,order-line-tail,papers/11001-11500/11254-PROOF.pdf
11255,A224308,PROOF,order-line-tail,papers/11001-11500/11255-PROOF.pdf
11256,A257421,PROOF,order-line-tail,papers/11001-11500/11256-PROOF.pdf
11257,A251447,PROOF,order-line-tail,papers/11001-11500/11257-PROOF.pdf
11258,A237220,PROOF,order-line,papers/11001-11500/11258-PROOF.pdf
11259,A237483,PROOF,order-line,papers/11001-11500/11259-PROOF.pdf
11260,A263435,PROOF,order-line,papers/11001-11500/11260-PROOF.pdf
11261,A260498,PROOF,order-line-tail,papers/11001-11500/11261-PROOF.pdf
11262,A236038,PROOF,order-line-tail,papers/11001-11500/11262-PROOF.pdf
11263,A280067,PROOF,order-line-tail,papers/11001-11500/11263-PROOF.pdf
11264,A297717,PROOF,order-line,papers/11001-11500/11264-PROOF.pdf
11265,A297523,PROOF,order-line,papers/11001-11500/11265-PROOF.pdf
11266,A317700,PROOF,order-line-tail,papers/11001-11500/11266-PROOF.pdf
11267,A231742,PROOF,order-line-tail,papers/11001-11500/11267-PROOF.pdf
11268,A268027,PROOF,order-line-tail,papers/11001-11500/11268-PROOF.pdf
11269,A282882,PROOF,order-line,papers/11001-11500/11269-PROOF.pdf
11270,A253874,PROOF,order-line-tail,papers/11001-11500/11270-PROOF.pdf
11271,A253540,PROOF,order-line-tail,papers/11001-11500/11271-PROOF.pdf
11272,A278091,PROOF,order-line-tail,papers/11001-11500/11272-PROOF.pdf
11273,A297886,PROOF,order-line-tail,papers/11001-11500/11273-PROOF.pdf
11274,A260245,PROOF,order-line-tail,papers/11001-11500/11274-PROOF.pdf
11275,A232960,PROOF,order-line-tail,papers/11001-11500/11275-PROOF.pdf
11276,A233688,PROOF,order-line-tail,papers/11001-11500/11276-PROOF.pdf
11277,A295203,PROOF,order-line,papers/11001-11500/11277-PROOF.pdf
11278,A296318,PROOF,order-line,papers/11001-11500/11278-PROOF.pdf
11279,A282860,PROOF,order-line,papers/11001-11500/11279-PROOF.pdf
11280,A300802,PROOF,order-line-tail,papers/11001-11500/11280-PROOF.pdf
11281,A306050,PROOF,order-line-tail,papers/11001-11500/11281-PROOF.pdf
11282,A316286,PROOF,order-line-tail,papers/11001-11500/11282-PROOF.pdf
11283,A302152,PROOF,order-line-tail,papers/11001-11500/11283-PROOF.pdf
11284,A264479,PROOF,order-line-tail,papers/11001-11500/11284-PROOF.pdf
11285,A264503,PROOF,order-line-tail,papers/11001-11500/11285-PROOF.pdf
11286,A264547,PROOF,order-line-tail,papers/11001-11500/11286-PROOF.pdf
11287,A264566,PROOF,order-line-tail,papers/11001-11500/11287-PROOF.pdf
11288,A264580,PROOF,order-line-tail,papers/11001-11500/11288-PROOF.pdf
11289,A275092,PROOF,order-line-tail,papers/11001-11500/11289-PROOF.pdf
11290,A284078,PROOF,order-line,papers/11001-11500/11290-PROOF.pdf
11291,A283662,PROOF,order-line-tail,papers/11001-11500/11291-PROOF.pdf
11292,A279164,PROOF,order-line-tail,papers/11001-11500/11292-PROOF.pdf
11293,A303186,PROOF,order-line-tail,papers/11001-11500/11293-PROOF.pdf
11294,A297378,PROOF,order-line-tail,papers/11001-11500/11294-PROOF.pdf
11295,A317227,PROOF,order-line-tail,papers/11001-11500/11295-PROOF.pdf
11296,A304469,PROOF,order-line-tail,papers/11001-11500/11296-PROOF.pdf
11297,A259892,PROOF,order-line-tail,papers/11001-11500/11297-PROOF.pdf
11298,A259721,PROOF,order-line-tail,papers/11001-11500/11298-PROOF.pdf
11299,A302378,PROOF,order-line-tail,papers/11001-11500/11299-PROOF.pdf
11300,A297594,PROOF,order-line,papers/11001-11500/11300-PROOF.pdf
11301,A296325,PROOF,order-line,papers/11001-11500/11301-PROOF.pdf
11302,A283689,PROOF,order-line,papers/11001-11500/11302-PROOF.pdf
11303,A252029,PROOF,order-line-tail,papers/11001-11500/11303-PROOF.pdf
11304,A255098,PROOF,order-line-tail,papers/11001-11500/11304-PROOF.pdf
11305,A299718,PROOF,order-line-tail,papers/11001-11500/11305-PROOF.pdf
11306,A320405,PROOF,order-line-tail,papers/11001-11500/11306-PROOF.pdf
11307,A300494,PROOF,order-line-tail,papers/11001-11500/11307-PROOF.pdf
11308,A317867,PROOF,order-line-tail,papers/11001-11500/11308-PROOF.pdf
11309,A253040,PROOF,order-line-tail,papers/11001-11500/11309-PROOF.pdf
11310,A237960,PROOF,order-line-tail,papers/11001-11500/11310-PROOF.pdf
11311,A297342,PROOF,order-line,papers/11001-11500/11311-PROOF.pdf
11312,A300678,PROOF,order-line-tail,papers/11001-11500/11312-PROOF.pdf
11313,A297430,PROOF,order-line,papers/11001-11500/11313-PROOF.pdf
11314,A283632,PROOF,order-line,papers/11001-11500/11314-PROOF.pdf
11315,A238250,PROOF,order-line,papers/11001-11500/11315-PROOF.pdf
11316,A302639,PROOF,order-line-tail,papers/11001-11500/11316-PROOF.pdf
11317,A231905,PROOF,order-line-tail,papers/11001-11500/11317-PROOF.pdf
11318,A317732,PROOF,order-line-tail,papers/11001-11500/11318-PROOF.pdf
11319,A230172,PROOF,order-line-tail,papers/11001-11500/11319-PROOF.pdf
11320,A232340,PROOF,order-line-tail,papers/11001-11500/11320-PROOF.pdf
11321,A267663,PROOF,order-line,papers/11001-11500/11321-PROOF.pdf
11322,A253867,PROOF,order-line-tail,papers/11001-11500/11322-PROOF.pdf
11323,A302169,PROOF,order-line-tail,papers/11001-11500/11323-PROOF.pdf
11324,A240366,PROOF,order-line,papers/11001-11500/11324-PROOF.pdf
11325,A302962,PROOF,order-line-tail,papers/11001-11500/11325-PROOF.pdf
11326,A240297,PROOF,order-line-tail,papers/11001-11500/11326-PROOF.pdf
11327,A260206,PROOF,order-line-tail,papers/11001-11500/11327-PROOF.pdf
11328,A297737,PROOF,order-line,papers/11001-11500/11328-PROOF.pdf
11329,A253616,PROOF,order-line-tail,papers/11001-11500/11329-PROOF.pdf
11330,A300376,PROOF,order-line-tail,papers/11001-11500/11330-PROOF.pdf
11331,A231781,PROOF,order-line-tail,papers/11001-11500/11331-PROOF.pdf
11332,A263871,PROOF,order-line-tail,papers/11001-11500/11332-PROOF.pdf
11333,A299737,PROOF,order-line,papers/11001-11500/11333-PROOF.pdf
11334,A250639,PROOF,order-line-tail,papers/11001-11500/11334-PROOF.pdf
11335,A250591,PROOF,order-line-tail,papers/11001-11500/11335-PROOF.pdf
11336,A304132,PROOF,order-line-tail,papers/11001-11500/11336-PROOF.pdf
11337,A257149,PROOF,order-line-tail,papers/11001-11500/11337-PROOF.pdf
11338,A302419,PROOF,order-line-tail,papers/11001-11500/11338-PROOF.pdf
11339,A255157,PROOF,order-line-tail,papers/11001-11500/11339-PROOF.pdf
11340,A266063,PROOF,order-line,papers/11001-11500/11340-PROOF.pdf
11341,A295118,PROOF,order-line,papers/11001-11500/11341-PROOF.pdf
11342,A295273,PROOF,order-line,papers/11001-11500/11342-PROOF.pdf
11343,A295414,PROOF,order-line,papers/11001-11500/11343-PROOF.pdf
11344,A253039,PROOF,order-line-tail,papers/11001-11500/11344-PROOF.pdf
11345,A256731,PROOF,order-line-tail,papers/11001-11500/11345-PROOF.pdf
11346,A232051,PROOF,order-line-tail,papers/11001-11500/11346-PROOF.pdf
11347,A232320,PROOF,order-line-tail,papers/11001-11500/11347-PROOF.pdf
11348,A255778,PROOF,order-line-tail,papers/11001-11500/11348-PROOF.pdf
11349,A297759,PROOF,order-line,papers/11001-11500/11349-PROOF.pdf
11350,A295210,PROOF,order-line,papers/11001-11500/11350-PROOF.pdf
11351,A266133,PROOF,order-line,papers/11001-11500/11351-PROOF.pdf
11352,A297746,PROOF,order-line,papers/11001-11500/11352-PROOF.pdf
11353,A301494,PROOF,order-line-tail,papers/11001-11500/11353-PROOF.pdf
11354,A256026,PROOF,order-line-tail,papers/11001-11500/11354-PROOF.pdf
11355,A316951,PROOF,order-line,papers/11001-11500/11355-PROOF.pdf
11356,A255145,PROOF,order-line,papers/11001-11500/11356-PROOF.pdf
11357,A253656,PROOF,order-line-tail,papers/11001-11500/11357-PROOF.pdf
11358,A299331,PROOF,order-line-tail,papers/11001-11500/11358-PROOF.pdf
11359,A295713,PROOF,order-line,papers/11001-11500/11359-PROOF.pdf
11360,A254776,PROOF,order-line-tail,papers/11001-11500/11360-PROOF.pdf
11361,A254722,PROOF,order-line-tail,papers/11001-11500/11361-PROOF.pdf
11362,A260283,PROOF,order-line-tail,papers/11001-11500/11362-PROOF.pdf
11363,A252600,PROOF,order-line-tail,papers/11001-11500/11363-PROOF.pdf
11364,A229517,PROOF,order-line-tail,papers/11001-11500/11364-PROOF.pdf
11365,A300535,PROOF,order-line-tail,papers/11001-11500/11365-PROOF.pdf
11366,A300962,PROOF,order-line-tail,papers/11001-11500/11366-PROOF.pdf
11367,A283861,PROOF,order-line,papers/11001-11500/11367-PROOF.pdf
11368,A283491,PROOF,order-line-tail,papers/11001-11500/11368-PROOF.pdf
11369,A316180,PROOF,order-line-tail,papers/11001-11500/11369-PROOF.pdf
11370,A296639,PROOF,order-line,papers/11001-11500/11370-PROOF.pdf
11371,A241116,PROOF,order-line-tail,papers/11001-11500/11371-PROOF.pdf
11372,A295845,PROOF,order-line,papers/11001-11500/11372-PROOF.pdf
11373,A262468,PROOF,order-line,papers/11001-11500/11373-PROOF.pdf
11374,A236091,PROOF,order-line-tail,papers/11001-11500/11374-PROOF.pdf
11375,A254452,PROOF,order-line-tail,papers/11001-11500/11375-PROOF.pdf
11376,A254170,PROOF,order-line-tail,papers/11001-11500/11376-PROOF.pdf
11377,A302956,PROOF,order-line-tail,papers/11001-11500/11377-PROOF.pdf
11378,A297462,PROOF,order-line,papers/11001-11500/11378-PROOF.pdf
11379,A281799,PROOF,order-line-tail,papers/11001-11500/11379-PROOF.pdf
11380,A236636,PROOF,order-line-tail,papers/11001-11500/11380-PROOF.pdf
11381,A281718,PROOF,order-line-tail,papers/11001-11500/11381-PROOF.pdf
11382,A283413,PROOF,order-line-tail,papers/11001-11500/11382-PROOF.pdf
11383,A259296,PROOF,order-line,papers/11001-11500/11383-PROOF.pdf
11384,A302524,PROOF,order-line,papers/11001-11500/11384-PROOF.pdf
11385,A231582,PROOF,order-line-tail,papers/11001-11500/11385-PROOF.pdf
11386,A252073,PROOF,order-line-tail,papers/11001-11500/11386-PROOF.pdf
11387,A318041,PROOF,order-line-tail,papers/11001-11500/11387-PROOF.pdf
11388,A300608,PROOF,order-line-tail,papers/11001-11500/11388-PROOF.pdf
11389,A301350,PROOF,order-line-tail,papers/11001-11500/11389-PROOF.pdf
11390,A318094,PROOF,order-line-tail,papers/11001-11500/11390-PROOF.pdf
11391,A298550,PROOF,order-line-tail,papers/11001-11500/11391-PROOF.pdf
11392,A299245,PROOF,order-line-tail,papers/11001-11500/11392-PROOF.pdf
11393,A299557,PROOF,order-line-tail,papers/11001-11500/11393-PROOF.pdf
11394,A302274,PROOF,order-line-tail,papers/11001-11500/11394-PROOF.pdf
11395,A298059,PROOF,order-line,papers/11001-11500/11395-PROOF.pdf
11396,A252267,PROOF,order-line-tail,papers/11001-11500/11396-PROOF.pdf
11397,A252367,PROOF,order-line-tail,papers/11001-11500/11397-PROOF.pdf
11398,A259522,PROOF,order-line,papers/11001-11500/11398-PROOF.pdf
11399,A259960,PROOF,order-line-tail,papers/11001-11500/11399-PROOF.pdf
11400,A252341,PROOF,order-line-tail,papers/11001-11500/11400-PROOF.pdf
11401,A255025,PROOF,order-line-tail,papers/11001-11500/11401-PROOF.pdf
11402,A298316,PROOF,order-line-tail,papers/11001-11500/11402-PROOF.pdf
11403,A298378,PROOF,order-line-tail,papers/11001-11500/11403-PROOF.pdf
11404,A300092,PROOF,order-line-tail,papers/11001-11500/11404-PROOF.pdf
11405,A302462,PROOF,order-line-tail,papers/11001-11500/11405-PROOF.pdf
11406,A303411,PROOF,order-line-tail,papers/11001-11500/11406-PROOF.pdf
11407,A306132,PROOF,order-line-tail,papers/11001-11500/11407-PROOF.pdf
11408,A253858,PROOF,order-line,papers/11001-11500/11408-PROOF.pdf
11409,A254493,PROOF,order-line,papers/11001-11500/11409-PROOF.pdf
11410,A280158,PROOF,order-line-tail,papers/11001-11500/11410-PROOF.pdf
11411,A298708,PROOF,order-line,papers/11001-11500/11411-PROOF.pdf
11412,A320369,PROOF,order-line-tail,papers/11001-11500/11412-PROOF.pdf
11413,A237845,PROOF,order-line,papers/11001-11500/11413-PROOF.pdf
11414,A277941,PROOF,order-line-tail,papers/11001-11500/11414-PROOF.pdf
11415,A302262,PROOF,order-line-tail,papers/11001-11500/11415-PROOF.pdf
11416,A231520,PROOF,order-line-tail,papers/11001-11500/11416-PROOF.pdf
11417,A234862,PROOF,order-line-tail,papers/11001-11500/11417-PROOF.pdf
11418,A299454,PROOF,order-line-tail,papers/11001-11500/11418-PROOF.pdf
11419,A304547,PROOF,order-line-tail,papers/11001-11500/11419-PROOF.pdf
11420,A304672,PROOF,order-line-tail,papers/11001-11500/11420-PROOF.pdf
11421,A316119,PROOF,order-line-tail,papers/11001-11500/11421-PROOF.pdf
11422,A295376,PROOF,order-line,papers/11001-11500/11422-PROOF.pdf
11423,A297400,PROOF,order-line,papers/11001-11500/11423-PROOF.pdf
11424,A283548,PROOF,order-line,papers/11001-11500/11424-PROOF.pdf
11425,A254771,PROOF,order-line-tail,papers/11001-11500/11425-PROOF.pdf
11426,A282994,PROOF,order-line,papers/11001-11500/11426-PROOF.pdf
11427,A281952,PROOF,order-line-tail,papers/11001-11500/11427-PROOF.pdf
11428,A281932,PROOF,order-line-tail,papers/11001-11500/11428-PROOF.pdf
11429,A283787,PROOF,order-line,papers/11001-11500/11429-PROOF.pdf
11430,A283279,PROOF,order-line,papers/11001-11500/11430-PROOF.pdf
11431,A229642,PROOF,order-line-tail,papers/11001-11500/11431-PROOF.pdf
11432,A252453,PROOF,order-line-tail,papers/11001-11500/11432-PROOF.pdf
11433,A252084,PROOF,order-line-tail,papers/11001-11500/11433-PROOF.pdf
11434,A295603,PROOF,order-line,papers/11001-11500/11434-PROOF.pdf
11435,A298385,PROOF,order-line-tail,papers/11001-11500/11435-PROOF.pdf
11436,A299190,PROOF,order-line-tail,papers/11001-11500/11436-PROOF.pdf
11437,A299461,PROOF,order-line-tail,papers/11001-11500/11437-PROOF.pdf
11438,A305011,PROOF,order-line-tail,papers/11001-11500/11438-PROOF.pdf
11439,A316644,PROOF,order-line-tail,papers/11001-11500/11439-PROOF.pdf
11440,A304693,PROOF,order-line-tail,papers/11001-11500/11440-PROOF.pdf
11441,A305907,PROOF,order-line-tail,papers/11001-11500/11441-PROOF.pdf
11442,A316444,PROOF,order-line-tail,papers/11001-11500/11442-PROOF.pdf
11443,A316637,PROOF,order-line-tail,papers/11001-11500/11443-PROOF.pdf
11444,A317149,PROOF,order-line-tail,papers/11001-11500/11444-PROOF.pdf
11445,A230802,PROOF,order-line,papers/11001-11500/11445-PROOF.pdf
11446,A231215,PROOF,order-line-tail,papers/11001-11500/11446-PROOF.pdf
11447,A253980,PROOF,order-line,papers/11001-11500/11447-PROOF.pdf
11448,A282526,PROOF,order-line,papers/11001-11500/11448-PROOF.pdf
11449,A268797,PROOF,order-line-tail,papers/11001-11500/11449-PROOF.pdf
11450,A268808,PROOF,order-line-tail,papers/11001-11500/11450-PROOF.pdf
11451,A279980,PROOF,order-line-tail,papers/11001-11500/11451-PROOF.pdf
11452,A238651,PROOF,order-line,papers/11001-11500/11452-PROOF.pdf
11453,A251316,PROOF,order-line-tail,papers/11001-11500/11453-PROOF.pdf
11454,A268788,PROOF,order-line,papers/11001-11500/11454-PROOF.pdf
11455,A268892,PROOF,order-line,papers/11001-11500/11455-PROOF.pdf
11456,A269001,PROOF,order-line,papers/11001-11500/11456-PROOF.pdf
11457,A269088,PROOF,order-line,papers/11001-11500/11457-PROOF.pdf
11458,A254392,PROOF,order-line-tail,papers/11001-11500/11458-PROOF.pdf
11459,A303459,PROOF,order-line-tail,papers/11001-11500/11459-PROOF.pdf
11460,A297634,PROOF,order-line,papers/11001-11500/11460-PROOF.pdf
11461,A299836,PROOF,order-line-tail,papers/11001-11500/11461-PROOF.pdf
11462,A256897,PROOF,order-line-tail,papers/11001-11500/11462-PROOF.pdf
11463,A298392,PROOF,order-line-tail,papers/11001-11500/11463-PROOF.pdf
11464,A299303,PROOF,order-line-tail,papers/11001-11500/11464-PROOF.pdf
11465,A299510,PROOF,order-line-tail,papers/11001-11500/11465-PROOF.pdf
11466,A302530,PROOF,order-line-tail,papers/11001-11500/11466-PROOF.pdf
11467,A299093,PROOF,order-line-tail,papers/11001-11500/11467-PROOF.pdf
11468,A317432,PROOF,order-line-tail,papers/11001-11500/11468-PROOF.pdf
11469,A301612,PROOF,order-line-tail,papers/11001-11500/11469-PROOF.pdf
11470,A262476,PROOF,order-line,papers/11001-11500/11470-PROOF.pdf
11471,A251001,PROOF,order-line-tail,papers/11001-11500/11471-PROOF.pdf
11472,A295982,PROOF,order-line,papers/11001-11500/11472-PROOF.pdf
11473,A296671,PROOF,order-line,papers/11001-11500/11473-PROOF.pdf
11474,A237237,PROOF,order-line,papers/11001-11500/11474-PROOF.pdf
11475,A237679,PROOF,order-line-tail,papers/11001-11500/11475-PROOF.pdf
11476,A252127,PROOF,order-line-tail,papers/11001-11500/11476-PROOF.pdf
11477,A259950,PROOF,order-line-tail,papers/11001-11500/11477-PROOF.pdf
11478,A298324,PROOF,order-line-tail,papers/11001-11500/11478-PROOF.pdf
11479,A299563,PROOF,order-line-tail,papers/11001-11500/11479-PROOF.pdf
11480,A300104,PROOF,order-line-tail,papers/11001-11500/11480-PROOF.pdf
11481,A303086,PROOF,order-line-tail,papers/11001-11500/11481-PROOF.pdf
11482,A303244,PROOF,order-line-tail,papers/11001-11500/11482-PROOF.pdf
11483,A304700,PROOF,order-line-tail,papers/11001-11500/11483-PROOF.pdf
11484,A316451,PROOF,order-line-tail,papers/11001-11500/11484-PROOF.pdf
11485,A317262,PROOF,order-line-tail,papers/11001-11500/11485-PROOF.pdf
11486,A299875,PROOF,order-line-tail,papers/11001-11500/11486-PROOF.pdf
11487,A316126,PROOF,order-line-tail,papers/11001-11500/11487-PROOF.pdf
11488,A302822,PROOF,order-line-tail,papers/11001-11500/11488-PROOF.pdf
11489,A254486,PROOF,order-line,papers/11001-11500/11489-PROOF.pdf
11490,A282646,PROOF,order-line,papers/11001-11500/11490-PROOF.pdf
11491,A254163,PROOF,order-line-tail,papers/11001-11500/11491-PROOF.pdf
11492,A254356,PROOF,order-line-tail,papers/11001-11500/11492-PROOF.pdf
11493,A254588,PROOF,order-line-tail,papers/11001-11500/11493-PROOF.pdf
11494,A301825,PROOF,order-line-tail,papers/11001-11500/11494-PROOF.pdf
11495,A300339,PROOF,order-line-tail,papers/11001-11500/11495-PROOF.pdf
11496,A300172,PROOF,order-line-tail,papers/11001-11500/11496-PROOF.pdf
11497,A299011,PROOF,order-line-tail,papers/11001-11500/11497-PROOF.pdf
11498,A299217,PROOF,order-line-tail,papers/11001-11500/11498-PROOF.pdf
11499,A299802,PROOF,order-line-tail,papers/11001-11500/11499-PROOF.pdf
11500,A298150,PROOF,order-line-tail,papers/11001-11500/11500-PROOF.pdf
11501,A299124,PROOF,order-line-tail,papers/11501-12000/11501-PROOF.pdf
11502,A299882,PROOF,order-line-tail,papers/11501-12000/11502-PROOF.pdf
11503,A305914,PROOF,order-line-tail,papers/11501-12000/11503-PROOF.pdf
11504,A317156,PROOF,order-line-tail,papers/11501-12000/11504-PROOF.pdf
11505,A305171,PROOF,order-line-tail,papers/11501-12000/11505-PROOF.pdf
11506,A262920,PROOF,order-line,papers/11501-12000/11506-PROOF.pdf
11507,A253331,PROOF,order-line,papers/11501-12000/11507-PROOF.pdf
11508,A260474,PROOF,order-line-tail,papers/11501-12000/11508-PROOF.pdf
11509,A250710,PROOF,order-line-tail,papers/11501-12000/11509-PROOF.pdf
11510,A250531,PROOF,order-line-tail,papers/11501-12000/11510-PROOF.pdf
11511,A251831,PROOF,order-line-tail,papers/11501-12000/11511-PROOF.pdf
11512,A231936,PROOF,order-line-tail,papers/11501-12000/11512-PROOF.pdf
11513,A299004,PROOF,order-line-tail,papers/11501-12000/11513-PROOF.pdf
11514,A299671,PROOF,order-line-tail,papers/11501-12000/11514-PROOF.pdf
11515,A299749,PROOF,order-line-tail,papers/11501-12000/11515-PROOF.pdf
11516,A283577,PROOF,order-line,papers/11501-12000/11516-PROOF.pdf
11517,A232373,PROOF,order-line-tail,papers/11501-12000/11517-PROOF.pdf
11518,A252913,PROOF,order-line-tail,papers/11501-12000/11518-PROOF.pdf
11519,A237062,PROOF,order-line,papers/11501-12000/11519-PROOF.pdf
11520,A254094,PROOF,order-line-tail,papers/11501-12000/11520-PROOF.pdf
11521,A302744,PROOF,order-line-tail,papers/11501-12000/11521-PROOF.pdf
11522,A300927,PROOF,order-line-tail,papers/11501-12000/11522-PROOF.pdf
11523,A230678,PROOF,order-line-tail,papers/11501-12000/11523-PROOF.pdf
11524,A229377,PROOF,order-line-tail,papers/11501-12000/11524-PROOF.pdf
11525,A316172,PROOF,order-line-tail,papers/11501-12000/11525-PROOF.pdf
11526,A299584,PROOF,order-line-tail,papers/11501-12000/11526-PROOF.pdf
11527,A317454,PROOF,order-line-tail,papers/11501-12000/11527-PROOF.pdf
11528,A300263,PROOF,order-line-tail,papers/11501-12000/11528-PROOF.pdf
11529,A239042,PROOF,order-line,papers/11501-12000/11529-PROOF.pdf
11530,A239335,PROOF,order-line,papers/11501-12000/11530-PROOF.pdf
11531,A239400,PROOF,order-line,papers/11501-12000/11531-PROOF.pdf
11532,A239821,PROOF,order-line,papers/11501-12000/11532-PROOF.pdf
11533,A278017,PROOF,order-line,papers/11501-12000/11533-PROOF.pdf
11534,A283638,PROOF,order-line,papers/11501-12000/11534-PROOF.pdf
11535,A283631,PROOF,order-line,papers/11501-12000/11535-PROOF.pdf
11536,A296685,PROOF,order-line,papers/11501-12000/11536-PROOF.pdf
11537,A282835,PROOF,order-line,papers/11501-12000/11537-PROOF.pdf
11538,A254918,PROOF,order-line-tail,papers/11501-12000/11538-PROOF.pdf
11539,A253330,PROOF,order-line,papers/11501-12000/11539-PROOF.pdf
11540,A258533,PROOF,order-line-tail,papers/11501-12000/11540-PROOF.pdf
11541,A223958,PROOF,order-line-tail,papers/11501-12000/11541-PROOF.pdf
11542,A252771,PROOF,order-line-tail,papers/11501-12000/11542-PROOF.pdf
11543,A252905,PROOF,order-line-tail,papers/11501-12000/11543-PROOF.pdf
11544,A302370,PROOF,order-line-tail,papers/11501-12000/11544-PROOF.pdf
11545,A302474,PROOF,order-line-tail,papers/11501-12000/11545-PROOF.pdf
11546,A303515,PROOF,order-line-tail,papers/11501-12000/11546-PROOF.pdf
11547,A254919,PROOF,order-line-tail,papers/11501-12000/11547-PROOF.pdf
11548,A282557,PROOF,order-line,papers/11501-12000/11548-PROOF.pdf
11549,A253310,PROOF,order-line-tail,papers/11501-12000/11549-PROOF.pdf
11550,A237071,PROOF,order-line,papers/11501-12000/11550-PROOF.pdf
11551,A231250,PROOF,order-line-tail,papers/11501-12000/11551-PROOF.pdf
11552,A259425,PROOF,order-line,papers/11501-12000/11552-PROOF.pdf
11553,A316812,PROOF,order-line-tail,papers/11501-12000/11553-PROOF.pdf
11554,A317562,PROOF,order-line-tail,papers/11501-12000/11554-PROOF.pdf
11555,A299064,PROOF,order-line-tail,papers/11501-12000/11555-PROOF.pdf
11556,A258534,PROOF,order-line-tail,papers/11501-12000/11556-PROOF.pdf
11557,A224307,PROOF,order-line-tail,papers/11501-12000/11557-PROOF.pdf
11558,A317462,PROOF,order-line-tail,papers/11501-12000/11558-PROOF.pdf
11559,A267962,PROOF,order-line,papers/11501-12000/11559-PROOF.pdf
11560,A282789,PROOF,order-line,papers/11501-12000/11560-PROOF.pdf
11561,A232379,PROOF,order-line-tail,papers/11501-12000/11561-PROOF.pdf
11562,A297651,PROOF,order-line,papers/11501-12000/11562-PROOF.pdf
11563,A297698,PROOF,order-line,papers/11501-12000/11563-PROOF.pdf
11564,A316806,PROOF,order-line,papers/11501-12000/11564-PROOF.pdf
11565,A317523,PROOF,order-line,papers/11501-12000/11565-PROOF.pdf
11566,A276304,PROOF,order-line-tail,papers/11501-12000/11566-PROOF.pdf
11567,A283542,PROOF,order-line,papers/11501-12000/11567-PROOF.pdf
11568,A237163,PROOF,order-line,papers/11501-12000/11568-PROOF.pdf
11569,A236706,PROOF,order-line-tail,papers/11501-12000/11569-PROOF.pdf
11570,A230616,PROOF,order-line-tail,papers/11501-12000/11570-PROOF.pdf
11571,A251032,PROOF,order-line-tail,papers/11501-12000/11571-PROOF.pdf
11572,A297510,PROOF,order-line,papers/11501-12000/11572-PROOF.pdf
11573,A303420,PROOF,order-line,papers/11501-12000/11573-PROOF.pdf
11574,A232152,PROOF,order-line,papers/11501-12000/11574-PROOF.pdf
11575,A296648,PROOF,order-line,papers/11501-12000/11575-PROOF.pdf
11576,A237386,PROOF,order-line-tail,papers/11501-12000/11576-PROOF.pdf
11577,A250590,PROOF,order-line-tail,papers/11501-12000/11577-PROOF.pdf
11578,A250679,PROOF,order-line,papers/11501-12000/11578-PROOF.pdf
11579,A251290,PROOF,order-line-tail,papers/11501-12000/11579-PROOF.pdf
11580,A233071,PROOF,order-line-tail,papers/11501-12000/11580-PROOF.pdf
11581,A305520,PROOF,order-line-tail,papers/11501-12000/11581-PROOF.pdf
11582,A316957,PROOF,order-line-tail,papers/11501-12000/11582-PROOF.pdf
11583,A297680,PROOF,order-line,papers/11501-12000/11583-PROOF.pdf
11584,A282313,PROOF,order-line,papers/11501-12000/11584-PROOF.pdf
11585,A250638,PROOF,order-line-tail,papers/11501-12000/11585-PROOF.pdf
11586,A229636,PROOF,order-line-tail,papers/11501-12000/11586-PROOF.pdf
11587,A254737,PROOF,order-line-tail,papers/11501-12000/11587-PROOF.pdf
11588,A257155,PROOF,order-line-tail,papers/11501-12000/11588-PROOF.pdf
11589,A283382,PROOF,order-line-tail,papers/11501-12000/11589-PROOF.pdf
11590,A230472,PROOF,order-line-tail,papers/11501-12000/11590-PROOF.pdf
11591,A250971,PROOF,order-line-tail,papers/11501-12000/11591-PROOF.pdf
11592,A251098,PROOF,order-line-tail,papers/11501-12000/11592-PROOF.pdf
11593,A232946,PROOF,order-line-tail,papers/11501-12000/11593-PROOF.pdf
11594,A224350,PROOF,order-line,papers/11501-12000/11594-PROOF.pdf
11595,A267953,PROOF,order-line,papers/11501-12000/11595-PROOF.pdf
11596,A238149,PROOF,order-line-tail,papers/11501-12000/11596-PROOF.pdf
11597,A237916,PROOF,order-line,papers/11501-12000/11597-PROOF.pdf
11598,A283695,PROOF,order-line,papers/11501-12000/11598-PROOF.pdf
